Index,CPU,GPU,RAM
993,4.2,24.0,95.3
994,5.0,24.0,95.3
995,0.0,24.0,95.3
996,18.2,24.0,95.4
997,21.9,24.0,95.4
998,8.3,24.0,95.4
999,8.3,24.0,95.4
1000,9.7,24.0,95.4
1001,4.0,24.0,95.4
1002,6.5,24.0,95.5
1003,8.3,24.0,95.5
1004,4.2,24.0,95.5
1005,12.0,37.0,95.5
1006,12.5,37.0,95.5
1007,32.0,37.0,95.5
1008,33.3,37.0,95.5
1009,33.3,37.0,95.5
1010,21.9,37.0,95.5
1011,38.5,37.0,95.5
1012,12.5,37.0,95.5
1013,8.3,37.0,95.5
1014,4.2,37.0,95.5
1015,8.3,37.0,95.5
1016,0.0,37.0,95.5
1017,12.5,37.0,95.5
1018,8.0,37.0,95.5
1019,12.5,37.0,95.5
1020,27.3,37.0,95.5
1021,39.4,37.0,95.5
1022,25.0,37.0,95.5
1023,16.0,37.0,95.5
1024,8.3,37.0,95.5
1025,8.0,37.0,95.5
1026,16.7,37.0,95.5
1027,4.2,37.0,95.5
1028,12.5,37.0,95.5
1029,12.5,37.0,95.5
1030,23.1,37.0,95.5
1031,8.3,37.0,95.5
1032,8.3,37.0,95.5
1033,12.5,37.0,95.5
1034,29.4,37.0,95.5
1035,9.7,37.0,95.5
1036,15.4,37.0,95.5
1037,8.3,37.0,95.5
1038,9.1,37.0,95.5
1039,4.0,37.0,95.5
1040,12.0,37.0,95.5
1041,4.8,37.0,95.5
1042,10.0,37.0,95.5
1043,4.3,37.0,95.4
1044,16.0,37.0,95.4
1045,30.3,37.0,95.4
1046,51.5,37.0,95.4
1047,30.3,37.0,95.4
1048,11.8,37.0,95.4
1049,9.7,37.0,95.4
1050,26.5,37.0,95.4
1051,17.6,37.0,95.0
1052,8.7,37.0,94.9
1053,4.5,37.0,94.9
1054,9.1,37.0,94.9
1055,6.9,37.0,94.9
1056,3.4,37.0,94.9
1057,33.3,37.0,94.9
1058,31.2,37.0,94.9
1059,25.0,37.0,94.9
1060,8.3,37.0,94.9
1061,25.0,37.0,94.9
1062,8.3,37.0,94.9
1063,16.0,37.0,94.9
1064,4.2,37.0,94.9
1065,8.3,36.0,94.9
1066,4.2,36.0,94.9
1067,4.2,36.0,94.9
1068,9.1,36.0,94.9
1069,20.8,36.0,94.9
1070,45.5,36.0,95.0
1071,18.8,36.0,95.0
1072,9.5,36.0,95.0
1073,12.5,36.0,95.0
1074,6.5,36.0,95.0
1075,3.6,36.0,95.0
1076,10.7,36.0,95.0
1077,9.5,36.0,95.0
1078,4.2,36.0,94.9
1079,8.3,36.0,94.9
1080,4.2,36.0,94.9
1081,8.3,36.0,94.9
1082,20.8,36.0,94.9
1083,21.9,36.0,94.9
1084,16.0,36.0,95.0
1085,12.0,36.0,94.9
1086,12.5,36.0,94.9
1087,8.3,36.0,94.9
1088,20.0,36.0,94.9
1089,12.0,36.0,94.9
1090,4.2,36.0,94.9
1091,8.7,36.0,94.9
1092,12.0,36.0,94.9
1093,8.7,36.0,94.9
1094,21.7,36.0,94.9
1095,35.3,36.0,94.9
1096,17.9,36.0,94.9
1097,8.0,36.0,94.9
1098,15.0,36.0,94.9
1099,8.3,36.0,94.9
1100,12.0,36.0,94.9
1101,4.2,36.0,94.9
1102,12.0,36.0,94.9
1103,12.0,36.0,94.9
1104,8.7,36.0,94.9
1105,6.1,36.0,94.9
1106,12.5,36.0,94.9
1107,25.0,36.0,94.9
1108,29.4,36.0,94.9
1109,21.9,36.0,94.9
1110,25.8,36.0,94.9
1111,9.1,36.0,94.9
1112,16.7,36.0,95.0
1113,12.5,36.0,94.9
1114,6.2,36.0,94.9
1115,16.7,36.0,94.9
1116,8.3,36.0,94.9
1117,28.0,36.0,94.9
1118,16.7,36.0,94.9
1119,30.3,36.0,94.9
1120,15.6,36.0,94.9
1121,8.3,36.0,94.9
1122,4.2,36.0,94.9
1123,8.3,36.0,94.9
1124,8.3,35.0,95.0
1125,16.0,35.0,95.0
1126,9.4,35.0,95.0
1127,4.2,35.0,95.0
1128,4.2,35.0,95.0
1129,8.3,35.0,95.0
1130,8.3,35.0,95.0
1131,12.5,35.0,95.0
1132,12.5,35.0,95.0
1133,4.3,35.0,95.0
1134,12.5,35.0,95.0
1135,14.1,35.0,95.0
1136,8.3,35.0,95.0
1137,14.3,35.0,95.0
1138,12.0,35.0,95.0
1139,10.0,35.0,95.0
1140,10.7,35.0,95.0
1141,20.0,35.0,95.0
1142,30.3,35.0,95.0
1143,21.9,37.0,95.0
1144,16.7,37.0,95.0
1145,18.8,37.0,95.0
1146,30.8,37.0,95.0
1147,8.3,37.0,95.0
1148,20.0,37.0,95.0
1149,4.2,37.0,95.0
1150,12.5,37.0,95.0
1151,8.3,37.0,95.0
1152,8.3,37.0,95.0
1153,16.7,37.0,95.0
1154,36.7,37.0,95.0
1155,32.4,37.0,95.0
1156,23.8,37.0,95.0
1157,6.5,37.0,95.0
1158,14.8,37.0,95.0
1159,10.0,37.0,95.0
1160,7.1,37.0,95.0
1161,10.0,37.0,95.0
1162,8.0,37.0,95.0
1163,8.7,37.0,95.0
1164,0.0,37.0,95.0
1165,20.8,37.0,95.0
1166,16.7,37.0,95.0
1167,18.8,37.0,95.0
1168,31.2,37.0,95.0
1169,24.2,37.0,95.0
1170,35.5,37.0,95.0
1171,21.2,37.0,95.0
1172,20.0,37.0,95.1
1173,19.2,37.0,95.0
1174,6.2,37.0,95.0
1175,18.8,37.0,95.0
1176,12.1,37.0,95.0
1177,18.8,37.0,95.0
1178,12.5,37.0,95.0
1179,12.5,37.0,95.0
1180,12.5,37.0,95.0
1181,13.6,36.0,95.0
1182,11.1,36.0,95.0
1183,17.4,36.0,95.1
1184,13.0,36.0,95.1
1185,9.5,36.0,95.1
1186,4.2,36.0,95.1
1187,8.3,36.0,95.1
1188,4.2,36.0,95.1
1189,8.3,36.0,95.1
1190,31.2,36.0,95.1
1191,12.5,36.0,95.1
1192,15.6,36.0,95.1
1193,8.3,36.0,95.1
1194,16.7,36.0,95.1
1195,4.2,36.0,95.1
1196,30.8,36.0,95.1
1197,12.0,36.0,95.1
1198,16.0,36.0,95.1
1199,20.0,36.0,95.1
1200,8.3,36.0,95.1
1201,18.8,37.0,95.1
1202,41.2,37.0,95.1
1203,18.2,37.0,95.1
1204,25.0,37.0,95.1
1205,16.0,37.0,95.1
1206,12.5,37.0,95.1
1207,0.0,37.0,95.1
1208,16.7,37.0,95.1
1209,17.4,37.0,95.1
1210,12.5,37.0,95.1
1211,8.0,37.0,95.1
1212,13.0,37.0,95.1
1213,16.7,37.0,95.1
1214,28.0,37.0,95.1
1215,22.6,37.0,95.1
1216,21.9,37.0,95.1
1217,13.6,37.0,95.1
1218,16.7,37.0,95.1
1219,12.0,37.0,95.1
1220,16.0,37.0,95.1
1221,4.2,37.0,95.1
1222,16.7,36.0,95.1
1223,4.2,36.0,95.1
1224,16.0,36.0,95.1
1225,8.3,36.0,95.1
1226,8.3,36.0,95.1
1227,25.0,36.0,95.1
1228,15.6,36.0,95.2
1229,9.4,36.0,95.2
1230,9.7,36.0,95.2
1231,12.0,36.0,95.2
1232,18.8,36.0,95.2
1233,8.3,36.0,95.2
1234,4.2,36.0,95.2
1235,4.2,36.0,95.2
1236,8.3,36.0,95.2
1237,4.2,36.0,95.2
1238,25.0,36.0,95.1
1239,19.4,36.0,95.1
1240,28.1,36.0,95.1
1241,12.5,37.0,95.1
1242,12.5,37.0,95.2
1243,16.0,37.0,95.2
1244,9.4,37.0,95.2
1245,8.7,37.0,95.2
1246,18.2,37.0,95.2
1247,17.4,37.0,95.2
1248,8.0,37.0,95.2
1249,15.4,37.0,95.2
1250,25.8,37.0,95.2
1251,22.2,37.0,95.2
1252,12.5,37.0,95.2
1253,12.5,37.0,95.2
1254,8.3,37.0,95.2
1255,8.3,37.0,95.2
1256,4.2,37.0,95.2
1257,16.7,37.0,95.2
1258,9.4,37.0,95.0
1259,12.5,37.0,94.7
1260,13.0,37.0,94.6
1261,16.1,37.0,94.6
1262,25.0,37.0,94.6
1263,13.3,37.0,94.6
1264,15.0,37.0,94.6
1265,8.3,37.0,94.7
1266,12.5,37.0,94.7
1267,8.3,37.0,94.7
1268,20.0,37.0,94.7
1269,12.0,37.0,94.7
1270,12.5,37.0,94.7
1271,4.2,37.0,94.7
1272,16.7,37.0,94.7
1273,4.2,37.0,94.7
1274,18.2,37.0,94.7
1275,29.4,37.0,94.7
1276,4.2,37.0,94.7
1277,4.2,37.0,94.7
1278,4.3,37.0,94.7
1279,16.0,37.0,94.7
1280,12.5,37.0,94.6
1281,8.7,36.0,94.6
1282,15.6,36.0,94.6
1283,8.3,36.0,94.6
1284,16.0,36.0,94.7
1285,4.3,36.0,94.6
1286,13.0,36.0,94.6
1287,25.9,36.0,94.6
1288,18.2,36.0,94.6
1289,12.5,36.0,94.7
1290,8.3,36.0,94.6
1291,16.0,36.0,94.6
1292,13.0,36.0,94.6
1293,19.2,36.0,94.6
1294,8.7,36.0,94.6
1295,12.0,36.0,94.6
1296,4.3,36.0,94.6
1297,8.3,36.0,94.6
1298,16.7,36.0,94.6
1299,31.0,36.0,94.6
1300,22.9,36.0,94.6
1301,35.3,38.0,94.6
1302,23.3,38.0,94.6
1303,14.3,38.0,94.6
1304,17.4,38.0,94.6
1305,17.6,38.0,94.7
1306,25.9,38.0,94.7
1307,12.0,38.0,94.7
1308,8.3,38.0,94.7
1309,20.0,38.0,94.8
1310,33.3,38.0,94.7
1311,23.5,38.0,94.7
1312,16.7,38.0,94.7
1313,12.5,38.0,94.8
1314,16.7,38.0,94.7
1315,4.2,38.0,94.7
1316,4.2,38.0,94.7
1317,4.2,38.0,94.7
1318,16.0,38.0,94.7
1319,4.3,38.0,94.7
1320,16.0,38.0,94.7
1321,12.9,38.0,94.7
1322,19.4,38.0,94.7
1323,37.9,38.0,94.7
1324,25.0,38.0,94.7
1325,26.9,38.0,94.7
1326,62.5,38.0,94.6
1327,8.3,38.0,94.6
1328,8.3,38.0,94.7
1329,26.9,38.0,94.7
1330,4.2,38.0,94.6
1331,4.3,38.0,94.6
1332,4.0,38.0,94.6
1333,15.6,38.0,94.6
1334,21.7,38.0,94.7
1335,34.4,38.0,94.7
1336,22.6,38.0,94.6
1337,3.1,38.0,94.6
1338,15.4,38.0,94.6
1339,16.7,38.0,94.6
1340,8.7,38.0,94.6
1341,20.0,38.0,94.6
1342,4.0,38.0,94.6
1343,8.3,38.0,94.6
1344,8.3,38.0,94.6
1345,9.5,38.0,94.6
1346,14.8,38.0,94.6
1347,25.8,38.0,94.6
1348,25.9,38.0,94.7
1349,13.6,38.0,94.7
1350,8.3,38.0,94.6
1351,4.2,38.0,94.6
1352,8.3,38.0,94.6
1353,16.7,38.0,94.6
1354,4.2,38.0,94.6
1355,8.3,38.0,94.7
1356,4.2,38.0,94.7
1357,20.0,38.0,94.6
1358,8.3,38.0,94.6
1359,39.4,38.0,94.6
1360,35.0,38.0,94.6
1361,24.2,38.0,94.6
1362,12.5,38.0,94.6
1363,8.3,38.0,94.7
1364,10.7,38.0,94.7
1365,12.5,38.0,94.7
1366,6.2,38.0,94.7
1367,8.3,38.0,94.7
1368,12.5,38.0,94.7
1369,25.0,38.0,94.7
1370,34.4,38.0,94.7
1371,19.4,38.0,94.7
1372,8.3,38.0,94.7
1373,16.0,38.0,94.7
1374,4.5,38.0,94.7
1375,16.7,38.0,94.7
1376,8.0,38.0,94.8
1377,12.5,38.0,94.7
1378,4.5,38.0,94.7
1379,14.3,38.0,94.7
1380,7.1,38.0,94.7
1381,27.3,38.0,94.6
1382,33.3,38.0,94.7
1383,34.4,38.0,94.7
1384,18.8,38.0,94.7
1385,12.5,38.0,94.7
1386,16.7,38.0,94.8
1387,4.3,38.0,94.7
1388,8.0,38.0,94.7
1389,20.0,38.0,94.7
1390,4.2,38.0,94.7
1391,13.0,38.0,94.7
1392,8.3,38.0,94.7
1393,8.3,38.0,94.7
1394,12.5,38.0,94.8
1395,21.7,38.0,94.7
1396,27.3,38.0,94.7
1397,14.3,38.0,94.7
1398,9.5,36.0,94.7
1399,6.9,36.0,94.7
1400,15.8,36.0,94.7
1401,8.3,36.0,94.7
1402,16.7,36.0,94.7
1403,4.0,36.0,94.7
1404,8.3,36.0,94.7
1405,16.7,36.0,94.7
1406,12.5,36.0,94.7
1407,20.8,36.0,94.7
1408,28.1,36.0,94.7
1409,31.2,36.0,94.7
1410,26.1,36.0,94.7
1411,4.0,36.0,94.7
1412,20.0,36.0,94.7
1413,8.7,36.0,94.7
1414,16.0,36.0,94.7
1415,8.7,36.0,94.7
1416,11.5,36.0,94.7
1417,16.7,36.0,94.7
1418,6.2,36.0,94.7
1419,12.5,37.0,94.7
1420,32.3,37.0,94.7
1421,37.5,37.0,94.7
1422,21.2,37.0,94.7
1423,16.1,37.0,94.7
1424,6.2,37.0,94.7
1425,16.1,37.0,94.8
1426,15.2,37.0,94.7
1427,5.6,37.0,94.7
1428,8.3,37.0,94.7
1429,8.3,37.0,94.7
1430,20.8,37.0,94.7
1431,15.6,37.0,94.7
1432,18.8,37.0,94.7
1433,21.9,37.0,94.7
1434,12.5,37.0,94.7
1435,12.5,37.0,94.7
1436,4.2,37.0,94.7
1437,8.3,35.0,94.7
1438,9.4,35.0,94.7
1439,8.7,35.0,94.7
1440,4.2,35.0,94.7
1441,8.7,35.0,94.7
1442,8.3,35.0,94.7
1443,22.7,35.0,94.7
1444,27.3,35.0,94.7
1445,27.6,35.0,94.7
1446,24.0,35.0,94.7
1447,8.3,35.0,94.7
1448,7.4,35.0,94.7
1449,13.6,35.0,94.7
1450,16.0,35.0,94.7
1451,4.2,35.0,94.7
1452,4.2,35.0,94.7
1453,4.2,35.0,94.7
1454,8.3,35.0,94.7
1455,4.2,35.0,94.7
1456,36.4,35.0,94.7
1457,18.8,37.0,94.7
1458,9.4,37.0,94.7
1459,12.0,37.0,94.7
1460,8.3,37.0,94.7
1461,16.7,37.0,94.7
1462,4.2,37.0,94.7
1463,16.7,37.0,94.7
1464,4.3,37.0,94.7
1465,16.7,37.0,94.8
1466,8.7,37.0,94.7
1467,23.1,37.0,94.7
1468,24.1,37.0,94.7
1469,28.6,37.0,94.7
1470,29.0,37.0,94.7
1471,14.3,37.0,94.7
1472,26.9,37.0,94.7
1473,20.0,37.0,94.7
1474,20.0,37.0,94.7
1475,12.5,37.0,94.7
1476,15.6,39.0,94.7
1477,17.6,39.0,94.5
1478,23.3,39.0,94.4
1479,34.3,39.0,94.3
1480,36.4,39.0,94.2
1481,24.2,39.0,94.1
1482,26.5,39.0,94.0
1483,12.5,39.0,94.0
1484,16.0,39.0,94.0
1485,40.0,39.0,94.0
1486,15.4,39.0,94.0
1487,17.4,39.0,94.0
1488,12.5,39.0,94.0
1489,4.5,39.0,94.0
1490,3.8,39.0,94.0
1491,15.4,39.0,94.0
1492,33.3,39.0,93.9
1493,17.9,39.0,94.0
1494,8.3,35.0,93.9
1495,4.2,35.0,93.9
1496,8.3,35.0,93.9
1497,4.2,35.0,93.9
1498,12.5,35.0,93.9
1499,8.3,35.0,93.9
1500,8.3,35.0,93.9
1501,8.3,35.0,93.9
1502,8.3,35.0,93.9
1503,4.2,35.0,93.9
1504,18.8,35.0,93.9
1505,21.9,35.0,93.9
1506,18.2,35.0,93.9
1507,8.3,35.0,93.9
1508,8.0,35.0,93.9
1509,8.3,35.0,93.9
1510,4.2,35.0,93.9
1511,8.3,35.0,93.9
1512,8.3,35.0,93.9
1513,8.3,35.0,93.9
1514,12.5,35.0,93.9
1515,17.4,36.0,93.9
1516,4.2,36.0,93.9
1517,23.3,36.0,93.9
1518,11.8,36.0,93.9
1519,11.8,36.0,93.9
1520,9.7,36.0,93.9
1521,16.7,36.0,93.9
1522,12.0,36.0,93.9
1523,26.9,36.0,93.9
1524,4.2,36.0,93.9
1525,12.5,36.0,93.9
1526,8.3,36.0,93.9
1527,12.5,36.0,93.9
1528,4.2,36.0,93.9
1529,25.0,36.0,93.9
1530,27.3,36.0,93.9
1531,24.0,36.0,93.9
1532,28.0,36.0,93.9
1533,12.5,36.0,93.9
1534,20.8,36.0,93.9
1535,20.8,36.0,93.9
1536,8.3,36.0,94.0
1537,13.6,36.0,93.9
1538,13.0,36.0,93.9
1539,12.5,36.0,93.9
1540,7.1,36.0,93.9
1541,20.0,36.0,93.9
1542,34.6,36.0,93.9
1543,29.4,36.0,93.9
1544,28.1,36.0,93.9
1545,26.3,36.0,93.9
1546,17.6,36.0,93.9
1547,24.1,36.0,93.9
1548,15.6,36.0,94.0
1549,8.3,36.0,94.0
1550,16.0,36.0,94.0
1551,8.3,36.0,94.0
1552,33.3,36.0,94.0
1553,24.2,36.0,94.0
1554,18.2,39.0,94.0
1555,29.2,39.0,94.0
1556,8.3,39.0,94.0
1557,16.0,39.0,94.0
1558,4.3,39.0,94.0
1559,20.8,39.0,94.0
1560,4.2,39.0,94.0
1561,8.0,39.0,94.0
1562,4.3,39.0,94.0
1563,14.3,39.0,94.0
1564,21.4,39.0,94.0
1565,37.5,39.0,94.0
1566,4.2,39.0,94.0
1567,8.3,39.0,94.0
1568,51.9,39.0,94.1
1569,35.5,39.0,94.1
1570,18.2,39.0,94.1
1571,12.0,39.0,94.1
1572,26.9,39.0,94.1
1573,8.3,39.0,94.1
1574,8.3,37.0,94.1
1575,12.5,37.0,94.1
1576,24.2,37.0,94.1
1577,18.8,37.0,94.1
1578,26.7,37.0,94.1
1579,25.9,37.0,94.1
1580,8.7,37.0,94.1
1581,15.6,37.0,94.1
1582,9.5,37.0,94.1
1583,12.5,37.0,94.1
1584,16.0,37.0,94.1
1585,4.2,37.0,94.1
1586,20.0,37.0,94.1
1587,16.0,37.0,94.1
1588,32.4,37.0,94.1
1589,18.8,37.0,94.1
1590,8.3,37.0,94.1
1591,16.0,37.0,94.1
1592,12.5,37.0,94.1
1593,12.5,36.0,94.1
1594,16.0,36.0,94.1
1595,4.2,36.0,94.1
1596,8.3,36.0,94.1
1597,8.7,36.0,94.1
1598,12.0,36.0,94.1
1599,13.6,36.0,94.1
1600,11.5,36.0,94.1
1601,40.0,36.0,94.1
1602,19.2,36.0,94.1
1603,22.6,36.0,94.1
1604,9.1,36.0,94.1
1605,9.4,36.0,94.1
1606,9.4,36.0,94.1
1607,8.3,36.0,94.1
1608,12.5,36.0,94.1
1609,8.3,36.0,94.1
1610,8.3,36.0,94.1
1611,4.2,34.0,94.1
1612,89.3,34.0,94.4
1613,46.5,34.0,94.4
1614,26.8,34.0,94.4
1615,17.5,34.0,94.3
1616,15.6,34.0,94.3
1617,12.9,34.0,94.3
1618,27.3,34.0,94.3
1619,12.5,34.0,94.3
1620,15.6,34.0,94.3
1621,19.4,34.0,94.3
1622,12.5,34.0,94.3
1623,23.1,34.0,94.3
1624,8.3,34.0,94.3
1625,8.7,41.0,94.3
1626,29.0,41.0,94.3
1627,36.4,41.0,94.3
1628,16.7,41.0,94.3
1629,8.7,41.0,94.3
1630,8.0,41.0,94.3
1631,12.5,41.0,94.3
1632,20.8,41.0,94.3
1633,16.7,41.0,94.3
1634,16.7,41.0,94.3
1635,31.2,41.0,94.3
1636,18.8,41.0,94.3
1637,12.5,41.0,94.3
1638,16.7,41.0,94.3
1639,9.7,41.0,94.3
1640,21.2,41.0,94.3
1641,25.8,41.0,94.3
1642,22.6,41.0,94.3
1643,18.8,41.0,94.3
1644,12.9,41.0,94.4
1645,12.1,41.0,94.3
1646,31.0,41.0,94.3
1647,13.8,41.0,94.3
1648,16.7,41.0,94.3
1649,12.5,41.0,94.3
1650,6.9,41.0,94.3
1651,23.1,41.0,94.3
1652,19.5,41.0,94.3
1653,29.2,41.0,94.3
1654,18.8,41.0,94.3
1655,12.9,41.0,94.3
1656,15.6,41.0,94.3
1657,24.0,41.0,94.3
1658,4.2,41.0,94.3
1659,11.1,41.0,94.3
1660,14.7,35.0,94.3
1661,18.8,35.0,94.3
1662,15.8,35.0,94.3
1663,13.3,35.0,94.3
1664,11.1,35.0,94.3
1665,12.5,35.0,94.3
1666,8.3,35.0,94.3
1667,12.5,35.0,94.3
1668,12.5,35.0,94.3
1669,27.3,35.0,94.3
1670,12.5,35.0,94.3
1671,12.0,35.0,94.3
1672,20.8,35.0,94.3
1673,12.5,35.0,94.3
1674,12.5,35.0,94.3
1675,16.7,35.0,94.3
1676,14.3,35.0,94.3
1677,18.2,35.0,94.3
1678,24.1,35.0,94.3
1679,27.6,30.0,94.3
1680,23.5,30.0,94.3
1681,20.0,30.0,94.3
1682,8.3,30.0,94.3
1683,8.3,30.0,94.3
1684,20.0,30.0,94.3
1685,16.7,30.0,94.3
1686,24.0,30.0,94.3
1687,18.8,30.0,94.3
1688,32.3,30.0,94.3
1689,21.9,30.0,94.3
1690,16.7,30.0,94.3
1691,12.5,30.0,94.3
1692,16.7,30.0,94.3
1693,12.0,30.0,94.3
1694,12.5,30.0,94.3
1695,12.5,30.0,94.3
1696,18.8,30.0,94.3
1697,9.7,30.0,94.3
1698,12.5,30.0,94.3
1699,12.1,36.0,94.3
1700,16.0,36.0,94.3
1701,12.5,36.0,94.4
1702,12.5,36.0,94.3
1703,16.0,36.0,94.3
1704,8.3,36.0,94.3
1705,34.4,36.0,94.4
1706,37.9,36.0,94.3
1707,14.8,36.0,94.3
1708,16.7,36.0,94.3
1709,13.0,36.0,94.3
1710,12.5,36.0,94.3
1711,12.5,36.0,94.3
1712,9.4,36.0,94.3
1713,25.0,36.0,94.3
1714,21.9,36.0,94.3
1715,9.1,36.0,94.3
1716,21.7,36.0,94.3
1717,12.5,36.0,94.3
1718,12.0,36.0,94.3
1719,8.3,32.0,94.3
1720,15.0,32.0,94.3
1721,14.8,32.0,94.4
1722,13.6,32.0,94.3
1723,12.5,32.0,94.3
1724,21.4,32.0,94.3
1725,19.4,32.0,94.3
1726,8.3,32.0,94.2
1727,12.0,32.0,94.2
1728,24.0,32.0,94.2
1729,8.3,32.0,94.2
1730,6.2,32.0,94.2
1731,8.7,32.0,94.2
1732,12.0,32.0,94.2
1733,20.8,32.0,94.2
1734,25.0,32.0,94.2
1735,12.9,32.0,94.2
1736,16.7,32.0,94.2
1737,13.0,32.0,94.2
1738,13.0,32.0,94.2
1739,15.8,32.0,94.2
1740,8.7,32.0,94.2
1741,22.2,32.0,94.2
1742,8.3,32.0,94.2
1743,25.0,32.0,94.3
1744,21.9,32.0,94.2
1745,12.5,32.0,94.2
1746,12.5,32.0,94.2
1747,8.3,32.0,94.2
1748,8.7,32.0,94.3
1749,28.9,32.0,94.4
1750,11.1,32.0,94.4
1751,25.0,32.0,94.4
1752,18.8,32.0,94.5
1753,15.6,32.0,94.5
1754,16.7,32.0,94.5
1755,15.6,32.0,94.5
1756,12.5,32.0,94.5
1757,12.5,36.0,94.5
1758,12.5,36.0,94.5
1759,22.7,36.0,94.5
1760,24.2,36.0,94.5
1761,15.6,36.0,94.5
1762,28.0,36.0,94.5
1763,12.5,36.0,94.5
1764,12.5,36.0,94.5
1765,16.0,36.0,94.5
1766,8.7,36.0,94.5
1767,19.0,36.0,94.5
1768,26.5,36.0,94.5
1769,13.3,36.0,94.5
1770,17.9,36.0,94.5
1771,16.0,36.0,94.5
1772,12.5,36.0,94.5
1773,8.3,36.0,94.5
1774,19.2,36.0,94.5
1775,19.2,36.0,94.5
1776,9.7,36.0,94.5
1777,35.3,35.0,94.5
1778,21.9,35.0,94.5
1779,12.5,35.0,94.5
1780,6.2,35.0,94.5
1781,4.2,35.0,94.5
1782,12.5,35.0,94.5
1783,6.5,35.0,94.5
1784,12.5,35.0,94.5
1785,37.5,35.0,94.5
1786,12.5,35.0,94.5
1787,24.1,35.0,94.5
1788,17.2,35.0,94.5
1789,12.9,35.0,94.5
1790,15.2,35.0,94.5
1791,15.6,35.0,94.5
1792,21.9,35.0,94.5
1793,16.1,35.0,94.5
1794,12.5,35.0,94.5
1795,16.0,38.0,94.5
1796,16.7,38.0,94.5
1797,12.5,38.0,94.5
1798,10.7,38.0,94.5
1799,15.4,38.0,94.5
1800,33.3,38.0,94.5
1801,13.8,38.0,94.5
1802,8.3,38.0,94.5
1803,12.5,38.0,94.5
1804,8.3,38.0,94.4
1805,68.2,38.0,94.6
1806,78.7,38.0,94.6
1807,14.3,38.0,94.7
1808,12.5,38.0,94.6
1809,12.5,38.0,94.6
1810,15.2,28.0,94.6
1811,15.6,28.0,94.6
1812,10.0,28.0,94.7
1813,17.6,28.0,94.6
1814,23.1,28.0,94.6
1815,16.1,28.0,94.6
1816,9.7,28.0,94.6
1817,16.0,28.0,94.6
1818,16.7,28.0,94.6
1819,12.5,28.0,94.6
1820,12.5,28.0,94.6
1821,12.5,28.0,94.7
1822,18.8,28.0,94.7
1823,21.9,28.0,94.6
1824,6.5,28.0,94.6
1825,16.0,28.0,94.6
1826,13.0,28.0,94.6
1827,18.2,28.0,94.6
1828,7.7,28.0,94.6
1829,26.7,36.0,94.6
1830,32.3,36.0,94.6
1831,14.3,36.0,94.6
1832,12.5,36.0,94.6
1833,9.4,36.0,94.6
1834,12.5,36.0,94.6
1835,12.5,36.0,94.6
1836,12.5,36.0,94.6
1837,16.0,36.0,94.6
1838,22.6,36.0,94.6
1839,21.2,36.0,94.6
1840,4.3,36.0,94.6
1841,25.9,36.0,94.6
1842,25.0,36.0,94.3
1843,16.1,36.0,94.1
1844,16.7,36.0,94.1
1845,25.0,36.0,94.2
1846,16.1,36.0,94.1
1847,26.7,31.0,94.1
1848,20.7,31.0,94.1
1849,16.7,31.0,94.2
1850,12.5,31.0,94.1
1851,9.4,31.0,94.1
1852,16.7,31.0,94.1
1853,12.5,31.0,94.1
1854,9.4,31.0,94.1
1855,21.7,31.0,94.1
1856,28.1,31.0,94.1
1857,16.7,31.0,94.1
1858,13.0,31.0,94.1
1859,17.6,31.0,94.1
1860,17.4,31.0,94.1
1861,8.7,31.0,94.1
1862,19.2,31.0,94.1
1863,12.5,31.0,94.1
1864,25.8,31.0,94.1
1865,18.2,31.0,94.1
1866,4.2,34.0,94.1
1867,20.0,34.0,94.1
1868,22.2,34.0,94.1
1869,12.0,34.0,94.1
1870,20.8,34.0,94.1
1871,9.4,34.0,94.1
1872,12.5,34.0,94.1
1873,25.8,34.0,94.1
1874,24.2,34.0,94.1
1875,17.4,34.0,94.1
1876,12.5,34.0,94.1
1877,13.3,34.0,94.1
1878,15.0,34.0,94.1
1879,8.3,34.0,94.1
1880,16.0,34.0,94.1
1881,12.5,34.0,94.1
1882,18.8,34.0,94.1
1883,21.9,34.0,94.1
1884,12.5,34.0,94.1
1885,8.7,34.0,94.1
1886,12.5,36.0,94.1
1887,12.5,36.0,94.1
1888,16.7,36.0,94.2
1889,12.5,36.0,94.1
1890,12.0,36.0,94.1
1891,17.4,36.0,94.1
1892,33.3,36.0,94.1
1893,12.5,36.0,94.1
1894,12.5,36.0,94.1
1895,17.2,36.0,94.1
1896,9.5,36.0,94.1
1897,12.5,36.0,94.1
1898,12.9,36.0,94.1
1899,20.0,36.0,94.1
1900,25.0,36.0,94.1
1901,25.0,36.0,94.1
1902,12.5,36.0,94.1
1903,12.5,36.0,94.1
1904,12.9,36.0,94.1
1905,20.0,36.0,94.1
1906,13.0,36.0,94.1
1907,13.0,36.0,94.1
1908,19.0,36.0,94.2
1909,26.5,36.0,94.1
1910,22.2,36.0,94.1
1911,12.5,36.0,94.1
1912,9.4,36.0,94.0
1913,19.2,36.0,94.0
1914,16.0,36.0,94.0
1915,8.3,36.0,94.0
1916,12.5,36.0,94.0
1917,12.5,36.0,94.0
1918,20.8,36.0,94.0
1919,26.7,36.0,94.0
1920,16.0,36.0,94.0
1921,59.6,36.0,94.0
1922,21.2,36.0,94.0
1923,20.6,36.0,94.0
1924,12.5,36.0,94.0
