filename,frame_num,fps
anomaly_01.mp4,20,3.2584422736484786
anomaly_01.mp4,40,5.150324318497498
anomaly_01.mp4,60,3.7751367005312773
anomaly_01.mp4,80,4.098703502206885
anomaly_01.mp4,100,3.698418458259159
anomaly_01.mp4,120,3.1376560789756804
anomaly_01.mp4,140,3.9955661202763326
anomaly_01.mp4,160,4.04893494183482
anomaly_01.mp4,180,4.131506342667883
anomaly_01.mp4,200,3.929974457524008
anomaly_01.mp4,220,3.957571117503511
anomaly_01.mp4,240,3.3855155827918813
anomaly_01.mp4,260,3.5445434624475753
anomaly_01.mp4,280,4.218299709688166
anomaly_01.mp4,300,3.5695969857180736
anomaly_01.mp4,320,3.5127581708204016
anomaly_01.mp4,340,3.5326957170833553
anomaly_01.mp4,360,4.264225846534649
anomaly_01.mp4,380,4.3329169905612375
anomaly_01.mp4,400,4.279998805880331
anomaly_01.mp4,420,4.186813087893973
anomaly_01.mp4,440,4.29266920703968
anomaly_01.mp4,460,4.380863607966677
anomaly_01.mp4,480,4.349312228034788
anomaly_01.mp4,500,4.287764939923688
anomaly_01.mp4,520,4.400009240019403
anomaly_01.mp4,540,4.302219936882978
anomaly_01.mp4,560,4.343114280040304
anomaly_01.mp4,580,4.347401270245443
anomaly_01.mp4,600,4.1833293905453885
anomaly_01.mp4,620,3.4390826604667715
anomaly_01.mp4,640,4.207006424225031
anomaly_01.mp4,660,4.017852524120435
anomaly_01.mp4,680,4.241696714315975
anomaly_01.mp4,700,4.316978646799002
anomaly_01.mp4,720,4.270530232450077
anomaly_01.mp4,740,2.7095691537119975
anomaly_01.mp4,760,2.7173121478635225
anomaly_01.mp4,780,2.16072403096551
anomaly_01.mp4,800,3.966942122532608
anomaly_01.mp4,820,3.6878220978393546
anomaly_01.mp4,840,3.7083434594286926
anomaly_01.mp4,860,3.780458706871798
anomaly_01.mp4,880,3.3484083700766836
anomaly_01.mp4,900,3.4307642946911265
anomaly_01.mp4,920,4.000924133456337
anomaly_01.mp4,940,3.5450397387433266
anomaly_01.mp4,960,3.3197330509701057
anomaly_01.mp4,980,3.6481119497573533
anomaly_01.mp4,1000,3.4734210348988457
anomaly_01.mp4,1020,3.9282986503190833
anomaly_01.mp4,1040,3.9275582307638213
anomaly_02.mp4,20,3.5282133136600216
anomaly_02.mp4,40,3.593322492878263
anomaly_02.mp4,60,3.6925754437935496
anomaly_02.mp4,80,3.135283534036403
anomaly_02.mp4,100,3.6591814268440257
anomaly_02.mp4,120,3.7989793624055426
anomaly_02.mp4,140,4.303877139113002
anomaly_02.mp4,160,3.853208329603755
anomaly_02.mp4,180,3.067838828571505
anomaly_02.mp4,200,3.8668903430716814
anomaly_02.mp4,220,4.352762877061385
anomaly_02.mp4,240,4.346065741371862
anomaly_02.mp4,260,4.275147099261423
anomaly_02.mp4,280,3.6439559178992185
anomaly_02.mp4,300,2.980156612296255
anomaly_02.mp4,320,3.012997468479535
anomaly_02.mp4,340,2.509761151301726
anomaly_02.mp4,360,3.670190110342412
anomaly_02.mp4,380,4.355444516885167
anomaly_02.mp4,400,3.7479024395509293
anomaly_02.mp4,420,4.083054639335089
anomaly_02.mp4,440,2.8580380763265936
anomaly_02.mp4,460,3.7604223631190123
normal_trimmed_02.mp4,20,3.221195466167393
normal_trimmed_02.mp4,40,2.934267220605452
normal_trimmed_02.mp4,60,3.2592778154142694
normal_trimmed_02.mp4,80,3.0504220891922813
normal_trimmed_02.mp4,100,3.73691177014915
normal_trimmed_02.mp4,120,3.419189231933698
normal_trimmed_02.mp4,140,3.353958669871654
normal_trimmed_02.mp4,160,3.3661499856458734
normal_trimmed_02.mp4,180,3.413632611511045
normal_trimmed_02.mp4,200,3.3912907177863554
normal_trimmed_02.mp4,220,4.2769953252440684
normal_trimmed_02.mp4,240,3.9355394065068596
normal_trimmed_02.mp4,260,4.057782580479086
normal_trimmed_02.mp4,280,3.975463044542764
normal_trimmed_02.mp4,300,3.6993249360876916
normal_trimmed_02.mp4,320,4.232650424110536
normal_trimmed_02.mp4,340,4.313016667049044
normal_trimmed_02.mp4,360,3.2760442735106428
normal_trimmed_02.mp4,380,2.8684650986680467
normal_trimmed_02.mp4,400,3.99533528623988
normal_trimmed_02.mp4,420,4.204804948349031
normal_trimmed_02.mp4,440,3.9082619915932524
normal_trimmed_02.mp4,460,3.6442721043871233
normal_trimmed_02.mp4,480,3.9178067647593675
normal_trimmed_02.mp4,500,4.324575196437897
normal_trimmed_02.mp4,520,3.902942484932058
normal_trimmed_02.mp4,540,3.376214749406032
normal_trimmed_02.mp4,560,2.883002566448866
normal_trimmed_02.mp4,580,4.217674875133607
normal_trimmed_02.mp4,600,3.190232935974404
normal_trimmed_02.mp4,620,3.3512293448654966
