                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 1.1631,                0.63056,                 1.1202,                0.89974,                0.86784,                0.92517,                0.58517,                 1.3453,                0.63697,                 1.2621,              0.0071686,              0.0071686,              0.0071686
                    145,                 1.1614,                0.62625,                 1.1196,                0.89863,                0.86695,                0.92453,                0.58408,                  1.346,                0.63894,                 1.2619,              0.0071488,              0.0071488,              0.0071488
                    146,                 1.1468,                0.62402,                 1.1091,                0.90228,                0.86664,                0.92433,                0.58521,                 1.3462,                0.63705,                 1.2618,               0.007129,               0.007129,               0.007129
                    147,                 1.1521,                0.62501,                 1.1182,                0.90117,                0.86866,                0.92425,                0.58487,                 1.3462,                0.63676,                 1.2626,              0.0071092,              0.0071092,              0.0071092
                    148,                 1.1525,                0.62765,                 1.1135,                0.90433,                0.86993,                0.92481,                  0.585,                 1.3465,                 0.6365,                  1.263,              0.0070894,              0.0070894,              0.0070894
                    149,                 1.1427,                0.61819,                 1.1158,                0.90866,                0.86723,                0.92502,                0.58531,                  1.346,                0.63592,                 1.2632,              0.0070696,              0.0070696,              0.0070696
                    150,                 1.1564,                0.62326,                 1.1167,                0.91025,                0.86797,                0.92526,                 0.5856,                 1.3443,                  0.636,                 1.2623,              0.0070498,              0.0070498,              0.0070498
                    151,                 1.1377,                0.61175,                  1.108,                0.90651,                0.86915,                0.92545,                0.58545,                 1.3438,                0.63585,                 1.2621,                0.00703,                0.00703,                0.00703
                    152,                 1.1421,                0.62461,                 1.1067,                0.90618,                0.86841,                0.92626,                0.58541,                  1.344,                0.63607,                 1.2625,              0.0070102,              0.0070102,              0.0070102
                    153,                 1.1432,                0.61593,                  1.108,                0.90741,                0.86682,                0.92536,                0.58585,                 1.3448,                0.63741,                 1.2625,              0.0069904,              0.0069904,              0.0069904
                    154,                 1.1528,                0.62637,                 1.1108,                0.90611,                0.86615,                0.92563,                 0.5866,                  1.345,                0.63894,                 1.2628,              0.0069706,              0.0069706,              0.0069706
                    155,                 1.1426,                0.62381,                 1.1064,                0.90277,                0.86889,                0.92558,                0.58722,                 1.3447,                0.63678,                  1.262,              0.0069508,              0.0069508,              0.0069508
                    156,                 1.1429,                 0.6151,                 1.1131,                0.89994,                0.87149,                0.92611,                0.58656,                 1.3449,                0.63643,                 1.2626,               0.006931,               0.006931,               0.006931
                    157,                 1.1363,                 0.6209,                 1.1072,                0.89832,                0.87172,                0.92489,                 0.5862,                 1.3444,                0.63617,                  1.262,              0.0069112,              0.0069112,              0.0069112
                    158,                 1.1438,                0.62997,                 1.1104,                0.89319,                0.87755,                 0.9258,                0.58571,                 1.3439,                0.63489,                 1.2622,              0.0068914,              0.0068914,              0.0068914
                    159,                 1.1293,                0.61054,                 1.1017,                 0.8921,                0.87615,                0.92588,                0.58562,                 1.3437,                 0.6348,                 1.2628,              0.0068716,              0.0068716,              0.0068716
                    160,                 1.1466,                0.61459,                 1.1068,                0.89354,                0.87344,                 0.9265,                0.58674,                 1.3436,                0.63328,                 1.2625,              0.0068518,              0.0068518,              0.0068518
                    161,                 1.1277,                0.61045,                 1.0997,                0.89412,                0.87194,                0.92669,                0.58653,                 1.3432,                0.63338,                  1.262,               0.006832,               0.006832,               0.006832
                    162,                 1.1468,                0.62233,                 1.1091,                 0.8932,                0.87411,                0.92566,                0.58673,                 1.3424,                 0.6325,                 1.2611,              0.0068122,              0.0068122,              0.0068122
                    163,                 1.1286,                0.60844,                 1.1083,                0.89073,                0.87726,                 0.9253,                0.58703,                 1.3427,                  0.632,                 1.2611,              0.0067924,              0.0067924,              0.0067924
                    164,                 1.1376,                0.61914,                 1.1107,                0.88529,                0.88318,                0.92567,                0.58728,                 1.3416,                0.63228,                 1.2607,              0.0067726,              0.0067726,              0.0067726
                    165,                 1.1317,                0.61553,                 1.1095,                0.89257,                0.87357,                0.92515,                0.58741,                 1.3415,                0.63235,                 1.2606,              0.0067528,              0.0067528,              0.0067528
                    166,                 1.1273,                0.61299,                 1.1068,                0.89456,                0.87524,                0.92548,                0.58755,                  1.341,                0.63208,                 1.2607,               0.006733,               0.006733,               0.006733
                    167,                 1.1381,                0.61224,                 1.1064,                0.89516,                0.87697,                0.92487,                0.58695,                 1.3408,                0.63187,                 1.2607,              0.0067132,              0.0067132,              0.0067132
                    168,                 1.1234,                0.60478,                 1.0994,                0.89095,                0.87864,                0.92472,                0.58675,                 1.3402,                0.63116,                 1.2605,              0.0066934,              0.0066934,              0.0066934
                    169,                 1.1261,                0.60818,                  1.103,                0.88941,                0.87988,                0.92504,                0.58706,                  1.341,                0.63153,                 1.2611,              0.0066736,              0.0066736,              0.0066736
                    170,                 1.1273,                0.60718,                 1.1017,                0.88792,                0.88144,                0.92516,                0.58752,                  1.341,                0.63036,                 1.2611,              0.0066538,              0.0066538,              0.0066538
                    171,                 1.1264,                0.60273,                 1.0992,                0.89518,                 0.8735,                0.92504,                0.58736,                 1.3407,                0.62983,                 1.2609,               0.006634,               0.006634,               0.006634
                    172,                 1.1274,                 0.6064,                 1.0989,                0.89565,                0.87205,                  0.925,                0.58788,                 1.3409,                0.62944,                 1.2611,              0.0066142,              0.0066142,              0.0066142
                    173,                 1.1217,                 0.6014,                 1.0982,                0.90816,                0.86178,                0.92509,                0.58816,                 1.3414,                0.62941,                 1.2613,              0.0065944,              0.0065944,              0.0065944
                    174,                 1.1238,                0.60737,                 1.0966,                0.90109,                0.86911,                0.92521,                0.58784,                 1.3416,                0.62971,                 1.2613,              0.0065746,              0.0065746,              0.0065746
                    175,                 1.1152,                0.60392,                 1.0934,                0.90315,                0.86822,                0.92521,                0.58827,                  1.342,                0.62949,                 1.2617,              0.0065548,              0.0065548,              0.0065548
                    176,                 1.1076,                0.59303,                 1.0904,                0.90261,                0.86927,                0.92523,                0.58826,                 1.3421,                0.62876,                 1.2618,               0.006535,               0.006535,               0.006535
                    177,                 1.1201,                 0.6041,                 1.1017,                0.90334,                0.86964,                0.92475,                0.58831,                  1.342,                0.62938,                  1.262,              0.0065152,              0.0065152,              0.0065152
                    178,                 1.1061,                0.59844,                  1.092,                0.89898,                0.87422,                0.92491,                0.58865,                  1.342,                0.62912,                 1.2621,              0.0064954,              0.0064954,              0.0064954
                    179,                 1.1062,                0.58725,                 1.0907,                0.89463,                0.87513,                0.92469,                0.58811,                 1.3427,                0.62993,                 1.2627,              0.0064756,              0.0064756,              0.0064756
                    180,                  1.112,                0.60296,                 1.0914,                 0.9002,                0.86906,                0.92511,                0.58829,                 1.3426,                0.62958,                 1.2627,              0.0064558,              0.0064558,              0.0064558
                    181,                 1.1158,                0.59722,                 1.0911,                0.89957,                0.87014,                0.92492,                0.58835,                 1.3423,                0.62932,                 1.2626,               0.006436,               0.006436,               0.006436
                    182,                 1.1048,                0.59839,                 1.0909,                 0.8987,                0.87138,                0.92437,                0.58812,                 1.3418,                0.62917,                 1.2625,              0.0064162,              0.0064162,              0.0064162
                    183,                 1.1078,                0.59839,                 1.0901,                0.89795,                0.87034,                0.92494,                0.58822,                 1.3422,                0.62899,                  1.263,              0.0063964,              0.0063964,              0.0063964
                    184,                  1.109,                0.59956,                 1.0892,                0.89537,                 0.8718,                0.92488,                0.58744,                 1.3418,                0.62886,                  1.263,              0.0063766,              0.0063766,              0.0063766
                    185,                 1.1016,                0.59221,                 1.0874,                0.89637,                0.87183,                0.92497,                0.58747,                 1.3418,                0.62817,                  1.263,              0.0063568,              0.0063568,              0.0063568
                    186,                 1.0999,                0.59195,                 1.0867,                0.89629,                0.87409,                0.92516,                0.58738,                 1.3421,                0.62818,                  1.263,               0.006337,               0.006337,               0.006337
                    187,                 1.1099,                0.58993,                 1.0896,                0.89825,                0.87356,                0.92484,                0.58718,                  1.342,                0.62819,                 1.2629,              0.0063172,              0.0063172,              0.0063172
                    188,                 1.1004,                0.58897,                 1.0877,                0.89613,                0.87508,                0.92459,                0.58721,                 1.3418,                0.62745,                  1.263,              0.0062974,              0.0062974,              0.0062974
                    189,                 1.1107,                0.59927,                 1.0921,                0.89706,                0.87475,                0.92426,                0.58716,                 1.3417,                0.62637,                 1.2629,              0.0062776,              0.0062776,              0.0062776
                    190,                 1.0974,                0.58299,                 1.0858,                0.89939,                0.87373,                0.92412,                0.58758,                 1.3413,                0.62566,                 1.2627,              0.0062578,              0.0062578,              0.0062578
                    191,                 1.1109,                 0.5912,                 1.0888,                 0.8989,                0.87342,                0.92423,                0.58744,                 1.3407,                0.62502,                 1.2625,               0.006238,               0.006238,               0.006238
                    192,                 1.1011,                0.59346,                 1.0897,                0.89748,                0.87312,                0.92423,                0.58704,                 1.3409,                0.62471,                 1.2628,              0.0062182,              0.0062182,              0.0062182
                    193,                 1.0902,                0.58349,                 1.0822,                0.89778,                0.87281,                0.92442,                0.58776,                 1.3408,                0.62441,                 1.2627,              0.0061984,              0.0061984,              0.0061984
                    194,                 1.1098,                0.59343,                  1.086,                0.89797,                 0.8731,                0.92473,                0.58816,                 1.3406,                0.62427,                 1.2629,              0.0061786,              0.0061786,              0.0061786
                    195,                  1.094,                0.57718,                 1.0855,                0.89843,                0.87218,                0.92466,                0.58824,                 1.3406,                0.62433,                  1.263,              0.0061588,              0.0061588,              0.0061588
                    196,                 1.1071,                0.58793,                 1.0904,                0.89734,                0.87232,                 0.9246,                0.58824,                 1.3404,                0.62393,                 1.2627,               0.006139,               0.006139,               0.006139
                    197,                 1.0934,                0.58491,                 1.0839,                0.89726,                0.87242,                0.92481,                0.58893,                 1.3397,                0.62408,                 1.2625,              0.0061192,              0.0061192,              0.0061192
                    198,                 1.0891,                0.58176,                  1.081,                0.89741,                0.87256,                0.92479,                0.58909,                 1.3395,                0.62449,                 1.2626,              0.0060994,              0.0060994,              0.0060994
                    199,                 1.0782,                0.58083,                  1.085,                0.89742,                 0.8722,                0.92494,                0.58917,                 1.3394,                0.62433,                  1.263,              0.0060796,              0.0060796,              0.0060796
                    200,                 1.0913,                0.58516,                 1.0895,                0.89109,                0.87832,                0.92486,                0.58897,                 1.3395,                0.62427,                  1.263,              0.0060598,              0.0060598,              0.0060598
                    201,                  1.093,                0.58094,                 1.0863,                0.89072,                0.87891,                0.92477,                0.58882,                 1.3396,                0.62421,                 1.2631,                0.00604,                0.00604,                0.00604
                    202,                 1.0831,                0.57943,                 1.0753,                0.89117,                0.87878,                0.92499,                0.58913,                 1.3395,                0.62397,                 1.2632,              0.0060202,              0.0060202,              0.0060202
                    203,                 1.0859,                0.57976,                 1.0791,                0.89082,                0.87928,                0.92512,                0.58923,                 1.3397,                0.62444,                 1.2634,              0.0060004,              0.0060004,              0.0060004
                    204,                 1.0836,                0.58283,                 1.0765,                0.89199,                0.87827,                0.92529,                0.58925,                 1.3397,                 0.6241,                 1.2634,              0.0059806,              0.0059806,              0.0059806
                    205,                 1.0819,                0.57789,                 1.0779,                0.89169,                0.87826,                0.92515,                0.58897,                 1.3392,                0.62434,                 1.2633,              0.0059608,              0.0059608,              0.0059608
                    206,                 1.0819,                0.57368,                 1.0775,                0.89279,                0.87645,                 0.9248,                0.58867,                 1.3392,                0.62457,                 1.2633,               0.005941,               0.005941,               0.005941
                    207,                 1.0768,                0.57582,                 1.0751,                0.89571,                0.87377,                0.92488,                0.58888,                 1.3393,                 0.6246,                 1.2634,              0.0059212,              0.0059212,              0.0059212
                    208,                 1.0861,                0.57814,                 1.0786,                0.89409,                 0.8756,                0.92473,                0.58904,                 1.3394,                0.62496,                 1.2637,              0.0059014,              0.0059014,              0.0059014
                    209,                 1.0806,                0.58314,                  1.079,                0.89444,                 0.8761,                0.92477,                 0.5891,                 1.3393,                0.62544,                 1.2639,              0.0058816,              0.0058816,              0.0058816
                    210,                 1.0791,                0.57902,                 1.0762,                0.89544,                0.87369,                0.92473,                0.58873,                 1.3394,                0.62562,                  1.264,              0.0058618,              0.0058618,              0.0058618
                    211,                 1.0691,                 0.5721,                 1.0726,                0.89442,                0.87419,                0.92486,                0.58894,                 1.3394,                0.62563,                  1.264,               0.005842,               0.005842,               0.005842
                    212,                 1.0789,                0.57267,                  1.079,                0.89017,                0.87859,                0.92477,                 0.5893,                 1.3395,                0.62549,                 1.2641,              0.0058222,              0.0058222,              0.0058222
                    213,                 1.0831,                0.58039,                 1.0755,                 0.8895,                0.88008,                0.92491,                0.58952,                 1.3397,                0.62538,                 1.2642,              0.0058024,              0.0058024,              0.0058024
                    214,                 1.0749,                 0.5737,                 1.0789,                0.89021,                0.87973,                0.92481,                0.58969,                 1.3395,                0.62537,                 1.2643,              0.0057826,              0.0057826,              0.0057826
                    215,                 1.0779,                0.57215,                  1.076,                0.88958,                0.87963,                0.92478,                0.58974,                 1.3395,                0.62481,                 1.2643,              0.0057628,              0.0057628,              0.0057628
                    216,                 1.0703,                0.56868,                 1.0734,                0.88907,                0.88083,                0.92482,                0.58951,                 1.3396,                 0.6243,                 1.2642,               0.005743,               0.005743,               0.005743
                    217,                 1.0668,                0.57416,                 1.0751,                0.88799,                0.88091,                0.92477,                 0.5893,                 1.3396,                0.62478,                 1.2643,              0.0057232,              0.0057232,              0.0057232
                    218,                 1.0688,                0.56724,                 1.0757,                 0.8878,                0.88126,                0.92501,                0.58997,                 1.3395,                0.62495,                 1.2643,              0.0057034,              0.0057034,              0.0057034
                    219,                 1.0677,                0.56754,                 1.0733,                 0.8875,                0.88096,                 0.9248,                0.58963,                 1.3396,                0.62431,                 1.2644,              0.0056836,              0.0056836,              0.0056836
                    220,                 1.0682,                 0.5632,                 1.0726,                0.88918,                0.88039,                0.92455,                0.58969,                 1.3398,                0.62428,                 1.2647,              0.0056638,              0.0056638,              0.0056638
                    221,                  1.061,                0.57091,                 1.0651,                 0.8894,                0.88029,                0.92455,                0.58968,                 1.3396,                0.62422,                 1.2647,               0.005644,               0.005644,               0.005644
                    222,                 1.0564,                0.56475,                 1.0658,                0.88935,                 0.8792,                0.92441,                0.58994,                 1.3396,                0.62455,                 1.2648,              0.0056242,              0.0056242,              0.0056242
                    223,                  1.069,                0.56413,                 1.0749,                0.88974,                0.87897,                0.92437,                0.58982,                 1.3395,                 0.6248,                 1.2648,              0.0056044,              0.0056044,              0.0056044
                    224,                 1.0533,                0.55357,                 1.0662,                0.88949,                0.87851,                0.92427,                0.58998,                 1.3394,                0.62465,                 1.2649,              0.0055846,              0.0055846,              0.0055846
                    225,                 1.0697,                0.56678,                 1.0733,                0.88901,                0.87868,                0.92427,                0.58993,                 1.3391,                0.62516,                 1.2648,              0.0055648,              0.0055648,              0.0055648
                    226,                   1.06,                0.56436,                  1.068,                0.88792,                0.87897,                0.92435,                0.58967,                 1.3392,                0.62513,                  1.265,               0.005545,               0.005545,               0.005545
                    227,                 1.0623,                0.56227,                 1.0723,                0.89275,                0.87312,                0.92442,                0.58924,                 1.3391,                0.62469,                  1.265,              0.0055252,              0.0055252,              0.0055252
                    228,                 1.0625,                0.56583,                 1.0732,                0.89248,                0.87319,                0.92433,                0.58962,                 1.3388,                0.62439,                  1.265,              0.0055054,              0.0055054,              0.0055054
                    229,                 1.0468,                0.55592,                  1.062,                0.89363,                0.87118,                0.92436,                0.58946,                 1.3387,                 0.6244,                 1.2649,              0.0054856,              0.0054856,              0.0054856
                    230,                 1.0539,                0.55071,                 1.0648,                0.89275,                0.87284,                0.92415,                0.58976,                 1.3384,                0.62443,                  1.265,              0.0054658,              0.0054658,              0.0054658
                    231,                 1.0487,                0.54994,                 1.0674,                0.88845,                0.87767,                0.92393,                0.58969,                 1.3383,                0.62429,                 1.2649,               0.005446,               0.005446,               0.005446
                    232,                 1.0518,                0.56056,                 1.0648,                0.88833,                0.87767,                 0.9239,                0.58981,                 1.3383,                0.62419,                 1.2649,              0.0054262,              0.0054262,              0.0054262
                    233,                  1.055,                0.56162,                 1.0675,                0.89233,                0.87228,                 0.9238,                0.58982,                 1.3385,                0.62477,                  1.265,              0.0054064,              0.0054064,              0.0054064
                    234,                  1.053,                0.56027,                 1.0688,                 0.8921,                0.87311,                0.92388,                0.58966,                 1.3387,                0.62506,                 1.2651,              0.0053866,              0.0053866,              0.0053866
                    235,                  1.041,                0.55455,                 1.0584,                0.90664,                0.85958,                0.92392,                0.58959,                 1.3385,                0.62504,                 1.2651,              0.0053668,              0.0053668,              0.0053668
                    236,                 1.0475,                0.55037,                 1.0603,                0.90739,                 0.8587,                0.92385,                0.58945,                 1.3386,                0.62524,                 1.2651,               0.005347,               0.005347,               0.005347
                    237,                 1.0556,                0.56284,                 1.0724,                0.90753,                0.85937,                0.92394,                0.58962,                 1.3384,                0.62518,                 1.2653,              0.0053272,              0.0053272,              0.0053272
                    238,                 1.0564,                0.56043,                 1.0618,                0.90981,                0.85833,                0.92408,                0.58994,                 1.3383,                0.62504,                 1.2653,              0.0053074,              0.0053074,              0.0053074
                    239,                 1.0609,                0.54653,                 1.0672,                0.91039,                0.85772,                0.92406,                0.58999,                 1.3384,                0.62436,                 1.2652,              0.0052876,              0.0052876,              0.0052876
                    240,                  1.042,                0.54817,                  1.057,                0.90982,                0.85786,                0.92407,                0.58985,                 1.3383,                0.62417,                 1.2654,              0.0052678,              0.0052678,              0.0052678
                    241,                 1.0351,                0.54524,                 1.0595,                0.90897,                0.85881,                0.92419,                0.58978,                 1.3382,                0.62407,                 1.2655,               0.005248,               0.005248,               0.005248
                    242,                 1.0462,                0.55769,                 1.0609,                0.90973,                0.85805,                 0.9241,                 0.5894,                 1.3383,                0.62452,                 1.2657,              0.0052282,              0.0052282,              0.0052282
                    243,                 1.0457,                0.55518,                 1.0588,                0.91034,                0.85785,                0.92417,                0.58936,                 1.3385,                0.62449,                 1.2658,              0.0052084,              0.0052084,              0.0052084
                    244,                 1.0396,                0.54673,                 1.0572,                0.90877,                0.85841,                0.92404,                0.58959,                 1.3385,                 0.6248,                  1.266,              0.0051886,              0.0051886,              0.0051886
                    245,                 1.0401,                 0.5454,                 1.0609,                0.90853,                0.85816,                0.92403,                0.58934,                 1.3385,                0.62515,                 1.2661,              0.0051688,              0.0051688,              0.0051688
                    246,                 1.0385,                0.54578,                 1.0532,                0.90884,                0.85793,                0.92395,                0.58948,                 1.3384,                0.62497,                 1.2663,               0.005149,               0.005149,               0.005149
                    247,                 1.0363,                0.54358,                  1.055,                0.90952,                0.85786,                0.92387,                0.58946,                 1.3387,                0.62472,                 1.2666,              0.0051292,              0.0051292,              0.0051292
                    248,                 1.0365,                0.54427,                 1.0585,                0.90855,                0.85803,                0.92365,                0.58947,                 1.3387,                0.62489,                 1.2666,              0.0051094,              0.0051094,              0.0051094
                    249,                 1.0419,                0.53971,                 1.0558,                0.90861,                0.85832,                 0.9238,                 0.5897,                 1.3386,                0.62475,                 1.2666,              0.0050896,              0.0050896,              0.0050896
                    250,                 1.0348,                0.54389,                 1.0559,                0.90959,                0.85789,                0.92375,                0.58932,                 1.3385,                0.62531,                 1.2666,              0.0050698,              0.0050698,              0.0050698
                    251,                 1.0285,                 0.5414,                 1.0531,                0.90953,                0.85779,                0.92357,                0.58933,                 1.3386,                0.62568,                 1.2667,                0.00505,                0.00505,                0.00505
                    252,                 1.0375,                0.54852,                 1.0568,                0.91012,                0.85788,                0.92365,                0.58968,                 1.3384,                0.62519,                 1.2665,              0.0050302,              0.0050302,              0.0050302
                    253,                 1.0254,                0.53316,                 1.0499,                0.91011,                0.85789,                0.92374,                0.59001,                 1.3385,                0.62529,                 1.2666,              0.0050104,              0.0050104,              0.0050104
                    254,                 1.0321,                0.54081,                 1.0559,                0.91064,                0.85753,                0.92378,                0.58996,                 1.3387,                0.62531,                 1.2667,              0.0049906,              0.0049906,              0.0049906
                    255,                 1.0212,                0.53477,                 1.0502,                 0.9114,                0.85706,                0.92384,                0.59004,                 1.3386,                0.62528,                 1.2667,              0.0049708,              0.0049708,              0.0049708
                    256,                  1.019,                0.53727,                 1.0448,                0.90986,                0.85883,                 0.9238,                0.59012,                 1.3386,                0.62497,                 1.2666,               0.004951,               0.004951,               0.004951
                    257,                 1.0221,                0.53595,                 1.0491,                0.90876,                0.85821,                0.92373,                0.58977,                 1.3385,                 0.6252,                 1.2666,              0.0049312,              0.0049312,              0.0049312
                    258,                 1.0297,                 0.5417,                 1.0547,                0.90839,                0.85849,                0.92364,                0.59024,                 1.3386,                0.62557,                 1.2667,              0.0049114,              0.0049114,              0.0049114
                    259,                 1.0294,                0.54157,                 1.0538,                0.91017,                0.85743,                0.92406,                0.59028,                 1.3385,                0.62532,                 1.2666,              0.0048916,              0.0048916,              0.0048916
                    260,                 1.0193,                0.53492,                 1.0481,                0.90697,                0.85791,                0.92386,                0.59002,                 1.3386,                0.62549,                 1.2668,              0.0048718,              0.0048718,              0.0048718
                    261,                 1.0284,                0.54241,                  1.052,                0.90653,                0.85769,                0.92298,                0.59014,                 1.3383,                 0.6257,                 1.2667,               0.004852,               0.004852,               0.004852
                    262,                 1.0204,                0.53653,                 1.0504,                0.90792,                0.85785,                0.92311,                0.59014,                 1.3383,                0.62554,                 1.2667,              0.0048322,              0.0048322,              0.0048322
                    263,                 1.0141,                0.53672,                 1.0483,                0.90773,                0.85818,                0.92331,                0.59017,                 1.3383,                0.62585,                 1.2668,              0.0048124,              0.0048124,              0.0048124
                    264,                 1.0099,                0.53447,                  1.046,                0.90876,                0.85773,                0.92324,                0.58986,                 1.3383,                0.62602,                 1.2669,              0.0047926,              0.0047926,              0.0047926
                    265,                 1.0157,                0.53773,                 1.0519,                0.90954,                0.85692,                0.92295,                0.59022,                 1.3381,                  0.626,                 1.2668,              0.0047728,              0.0047728,              0.0047728
                    266,                 1.0135,                 0.5309,                 1.0487,                0.90936,                0.85684,                0.92285,                0.59015,                  1.338,                0.62581,                 1.2668,               0.004753,               0.004753,               0.004753
                    267,                 1.0203,                0.53424,                 1.0477,                 0.9093,                0.85695,                0.92283,                0.59047,                 1.3381,                0.62586,                 1.2667,              0.0047332,              0.0047332,              0.0047332
                    268,                 1.0172,                0.53226,                 1.0501,                 0.9092,                0.85733,                0.92305,                 0.5906,                 1.3381,                0.62602,                 1.2669,              0.0047134,              0.0047134,              0.0047134
                    269,                 1.0151,                0.53104,                 1.0462,                0.90965,                 0.8566,                0.92285,                0.59102,                 1.3381,                0.62601,                  1.267,              0.0046936,              0.0046936,              0.0046936
                    270,                 1.0134,                0.53239,                 1.0479,                0.91388,                 0.8534,                0.92269,                0.59077,                 1.3382,                0.62591,                  1.267,              0.0046738,              0.0046738,              0.0046738
                    271,                 1.0104,                0.53251,                 1.0449,                0.91396,                0.85319,                 0.9227,                0.59084,                 1.3381,                0.62618,                  1.267,               0.004654,               0.004654,               0.004654
                    272,                 1.0087,                0.53649,                 1.0459,                0.91322,                 0.8535,                0.92267,                0.59039,                 1.3381,                 0.6264,                 1.2671,              0.0046342,              0.0046342,              0.0046342
                    273,                 1.0159,                0.52783,                  1.045,                0.91268,                0.85415,                 0.9226,                0.59044,                  1.338,                0.62613,                 1.2669,              0.0046144,              0.0046144,              0.0046144
                    274,                 1.0048,                0.52147,                 1.0398,                0.91256,                0.85411,                0.92245,                0.59002,                 1.3379,                0.62617,                 1.2669,              0.0045946,              0.0045946,              0.0045946
                    275,                 1.0074,                0.53297,                 1.0385,                0.91226,                 0.8542,                0.92254,                0.59001,                 1.3379,                0.62641,                 1.2669,              0.0045748,              0.0045748,              0.0045748
                    276,                 1.0071,                0.52971,                 1.0429,                0.91251,                0.85375,                0.92253,                0.59003,                 1.3378,                0.62614,                 1.2667,               0.004555,               0.004555,               0.004555
                    277,                 1.0143,                0.53141,                 1.0471,                0.91345,                 0.8536,                0.92235,                0.59021,                 1.3378,                0.62657,                 1.2668,              0.0045352,              0.0045352,              0.0045352
                    278,                 1.0104,                0.53409,                 1.0442,                0.91273,                0.85364,                 0.9224,                0.58995,                 1.3377,                0.62702,                 1.2669,              0.0045154,              0.0045154,              0.0045154
                    279,                 1.0056,                0.52749,                 1.0401,                0.91251,                0.85332,                0.92247,                0.59001,                 1.3377,                0.62644,                  1.267,              0.0044956,              0.0044956,              0.0044956
                    280,                 1.0054,                0.52754,                 1.0406,                0.91299,                0.85338,                0.92249,                0.58968,                 1.3377,                0.62641,                  1.267,              0.0044758,              0.0044758,              0.0044758
                    281,                 1.0055,                0.52643,                 1.0428,                0.91222,                0.85322,                0.92248,                0.58987,                 1.3377,                0.62653,                 1.2673,               0.004456,               0.004456,               0.004456
                    282,                 1.0084,                0.52696,                 1.0469,                0.91084,                0.85502,                0.92244,                0.59018,                 1.3377,                0.62653,                 1.2673,              0.0044362,              0.0044362,              0.0044362
                    283,                 0.9987,                0.52376,                   1.04,                0.91046,                0.85474,                0.92237,                0.58962,                 1.3377,                0.62691,                 1.2674,              0.0044164,              0.0044164,              0.0044164
                    284,                0.99762,                0.52202,                 1.0387,                0.91047,                0.85484,                0.92245,                0.58983,                 1.3378,                0.62687,                 1.2676,              0.0043966,              0.0043966,              0.0043966
                    285,                0.99029,                0.51757,                 1.0368,                0.90911,                0.85544,                0.92237,                0.59028,                 1.3378,                0.62739,                 1.2676,              0.0043768,              0.0043768,              0.0043768
                    286,                0.99401,                0.51828,                 1.0367,                0.90842,                0.85564,                0.92228,                0.58994,                 1.3378,                0.62754,                 1.2677,               0.004357,               0.004357,               0.004357
                    287,                0.98681,                0.51381,                 1.0345,                0.90106,                 0.8603,                0.92233,                0.58993,                 1.3378,                0.62785,                 1.2679,              0.0043372,              0.0043372,              0.0043372
                    288,                0.98504,                0.52279,                 1.0376,                0.89987,                0.86112,                0.92224,                0.58978,                 1.3378,                0.62817,                 1.2679,              0.0043174,              0.0043174,              0.0043174
                    289,                0.98644,                0.51577,                 1.0345,                 0.8987,                0.86117,                0.92248,                0.58983,                  1.338,                0.62839,                 1.2681,              0.0042976,              0.0042976,              0.0042976
                    290,                0.99214,                0.51966,                 1.0406,                0.89898,                0.86202,                0.92243,                0.58941,                 1.3383,                0.62874,                 1.2684,              0.0042778,              0.0042778,              0.0042778
                    291,                0.98899,                0.51713,                 1.0364,                0.89832,                0.86254,                0.92262,                0.58956,                 1.3383,                0.62886,                 1.2685,               0.004258,               0.004258,               0.004258
                    292,                0.97798,                 0.5142,                  1.032,                0.89627,                 0.8646,                0.92242,                0.58962,                 1.3387,                0.62931,                 1.2688,              0.0042382,              0.0042382,              0.0042382
                    293,                0.98513,                0.51567,                 1.0344,                0.89739,                0.86439,                0.92225,                 0.5895,                 1.3386,                0.62941,                 1.2688,              0.0042184,              0.0042184,              0.0042184
                    294,                0.98864,                0.51283,                 1.0398,                0.89726,                0.86514,                0.92245,                 0.5897,                 1.3386,                0.62972,                 1.2688,              0.0041986,              0.0041986,              0.0041986
                    295,                0.98866,                0.51318,                 1.0317,                0.89822,                0.86431,                0.92225,                0.58929,                 1.3387,                0.63039,                  1.269,              0.0041788,              0.0041788,              0.0041788
                    296,                0.99106,                0.51681,                 1.0329,                0.89805,                0.86428,                0.92219,                0.58967,                 1.3388,                0.63057,                 1.2691,               0.004159,               0.004159,               0.004159
                    297,                0.98189,                0.51225,                 1.0333,                0.89482,                0.86847,                0.92213,                  0.589,                 1.3388,                0.63094,                  1.269,              0.0041392,              0.0041392,              0.0041392
                    298,                 0.9861,                  0.515,                 1.0336,                  0.895,                0.86913,                0.92232,                0.58955,                 1.3389,                  0.631,                 1.2691,              0.0041194,              0.0041194,              0.0041194
                    299,                 0.9792,                0.51679,                 1.0293,                0.89364,                0.86896,                0.92227,                0.58943,                 1.3389,                0.63098,                 1.2689,              0.0040996,              0.0040996,              0.0040996
