filename,frame_num,fps
normal_trimmed_01.mp4,77,0.8520236041395396
normal_trimmed_01.mp4,102,5.999386445148381
normal_trimmed_01.mp4,122,7.364173926943357
normal_trimmed_01.mp4,142,7.219657565215147
normal_trimmed_01.mp4,162,7.206242438067163
normal_trimmed_01.mp4,182,7.24900797561476
normal_trimmed_01.mp4,202,7.2406949621769225
normal_trimmed_01.mp4,222,7.256782330181163
normal_trimmed_01.mp4,242,7.257235376400677
normal_trimmed_01.mp4,262,7.236277228609
normal_trimmed_01.mp4,282,7.2818339421987215
normal_trimmed_01.mp4,302,7.280769698305263
normal_trimmed_01.mp4,322,7.238071161650887
normal_trimmed_01.mp4,342,7.249432623428595
normal_trimmed_01.mp4,362,7.256426312641541
normal_trimmed_01.mp4,382,7.3000433873679516
normal_trimmed_01.mp4,402,7.353659848023601
normal_trimmed_01.mp4,427,5.9646982299706846
normal_trimmed_01.mp4,457,5.023045369238943
normal_trimmed_01.mp4,535,1.99784642284699
normal_trimmed_01.mp4,555,7.328929402376534
normal_trimmed_01.mp4,575,7.355637377238813
normal_trimmed_01.mp4,595,7.3304989402065415
normal_trimmed_02.mp4,20,7.065600656557228
normal_trimmed_02.mp4,40,7.08465755147236
normal_trimmed_02.mp4,60,7.069002372215236
normal_trimmed_02.mp4,80,7.060897098909984
normal_trimmed_02.mp4,100,7.130523443352635
normal_trimmed_02.mp4,120,7.137065587460824
normal_trimmed_02.mp4,140,7.149986836498704
normal_trimmed_02.mp4,160,7.223322504790983
normal_trimmed_02.mp4,181,6.895977743374407
normal_trimmed_02.mp4,201,7.189048292975268
normal_trimmed_02.mp4,221,7.111052174710787
normal_trimmed_02.mp4,241,7.140412018418249
normal_trimmed_02.mp4,261,7.250665243821847
normal_trimmed_02.mp4,281,7.223163166835007
normal_trimmed_02.mp4,301,7.266770592532877
normal_trimmed_02.mp4,321,7.082206725543504
normal_trimmed_02.mp4,341,7.068738428840416
normal_trimmed_02.mp4,361,7.115864295934322
normal_trimmed_02.mp4,381,7.051978539716932
normal_trimmed_02.mp4,401,7.129818914306447
normal_trimmed_02.mp4,421,7.160130100066453
normal_trimmed_02.mp4,441,7.143605175269219
normal_trimmed_02.mp4,461,7.158985742004802
normal_trimmed_02.mp4,481,7.171743185260784
normal_trimmed_02.mp4,513,4.633847345685293
normal_trimmed_02.mp4,533,7.216910649154588
normal_trimmed_02.mp4,553,7.242730674018605
normal_trimmed_02.mp4,573,7.183760959503962
normal_trimmed_02.mp4,593,7.2044836631450995
normal_trimmed_02.mp4,613,7.2021742032962495
normal_trimmed_02.mp4,633,7.2278303194583
normal_trimmed_02.mp4,665,4.640852267496352
normal_trimmed_02.mp4,776,1.3918624253047145
anomaly_01.mp4,70,2.186714993132133
anomaly_01.mp4,90,7.26889682578014
anomaly_01.mp4,110,7.254042234244589
anomaly_01.mp4,130,7.184293512742433
anomaly_01.mp4,150,7.197665854256199
anomaly_01.mp4,170,7.189550045376695
anomaly_01.mp4,190,7.236918678053591
anomaly_01.mp4,210,7.220890816122383
anomaly_01.mp4,233,6.331521154367564
anomaly_01.mp4,255,6.653327758035922
anomaly_01.mp4,281,5.703846939404664
anomaly_01.mp4,301,7.284409476221397
anomaly_01.mp4,321,7.2432258141624395
anomaly_01.mp4,341,7.249908683411419
anomaly_01.mp4,361,7.236104437735592
anomaly_01.mp4,381,7.239293642760932
anomaly_01.mp4,401,7.231818837986278
anomaly_01.mp4,421,7.189589696707163
anomaly_01.mp4,441,7.252022989703618
anomaly_01.mp4,461,7.224085933852303
anomaly_01.mp4,513,2.8830481938534405
anomaly_01.mp4,581,2.2552280752210034
anomaly_01.mp4,601,7.245153302080261
anomaly_01.mp4,621,7.207342396171838
anomaly_01.mp4,641,7.1677786336744
anomaly_01.mp4,661,7.232310991293386
anomaly_01.mp4,681,7.152951541351163
anomaly_01.mp4,701,7.306850228753929
anomaly_01.mp4,721,7.228611621151469
anomaly_01.mp4,741,7.241350338452166
anomaly_01.mp4,761,7.224983160027901
anomaly_01.mp4,781,7.33547999406499
anomaly_01.mp4,801,7.261981193653505
anomaly_01.mp4,821,7.194140695563487
anomaly_01.mp4,841,7.227821566401464
anomaly_01.mp4,861,7.264295301392108
anomaly_01.mp4,881,7.259706561346851
anomaly_01.mp4,909,5.2334386372889865
anomaly_01.mp4,929,7.243417106750374
anomaly_01.mp4,949,7.299991288154057
anomaly_01.mp4,969,7.265782386921215
anomaly_02.mp4,181,0.8610023954968158
anomaly_02.mp4,243,2.478832926798213
anomaly_02.mp4,263,7.267011902637889
anomaly_02.mp4,283,7.24519615962983
anomaly_02.mp4,303,7.272841554193751
anomaly_02.mp4,335,4.6668981157226685
anomaly_02.mp4,365,4.943121252378385
anomaly_02.mp4,398,4.522230166848282
anomaly_02.mp4,438,3.7728444721191927
anomaly_02.mp4,458,7.13950356504301
