                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.1451,                0.62243,                 1.1121,                 0.8929,                0.86833,                0.92669,                0.58483,                 1.3504,                0.62421,                 1.2577,              0.0071092,              0.0071092,              0.0071092
                    149,                 1.1536,                0.62843,                 1.1147,                0.88875,                0.87502,                0.92749,                0.58603,                   1.35,                0.62173,                 1.2567,              0.0070894,              0.0070894,              0.0070894
                    150,                 1.1525,                0.62956,                 1.1134,                0.89025,                0.87318,                0.92792,                0.58512,                   1.35,                0.62052,                 1.2566,              0.0070696,              0.0070696,              0.0070696
                    151,                 1.1462,                0.62853,                 1.1119,                0.88918,                0.87669,                0.92747,                0.58557,                 1.3507,                0.62143,                  1.258,              0.0070498,              0.0070498,              0.0070498
                    152,                 1.1458,                 0.6189,                 1.1098,                0.88762,                0.87833,                0.92736,                 0.5855,                 1.3519,                0.62139,                 1.2588,                0.00703,                0.00703,                0.00703
                    153,                 1.1453,                 0.6177,                  1.107,                0.88783,                0.87726,                0.92676,                0.58571,                 1.3516,                0.62198,                 1.2588,              0.0070102,              0.0070102,              0.0070102
                    154,                 1.1587,                0.62168,                 1.1145,                0.88857,                0.87569,                0.92711,                 0.5858,                 1.3523,                0.62273,                 1.2588,              0.0069904,              0.0069904,              0.0069904
                    155,                 1.1458,                0.62149,                 1.1127,                0.89001,                0.87743,                0.92572,                0.58599,                 1.3526,                0.62195,                 1.2588,              0.0069706,              0.0069706,              0.0069706
                    156,                 1.1424,                0.62494,                 1.1094,                0.89192,                0.87755,                0.92599,                0.58502,                 1.3533,                0.62178,                 1.2594,              0.0069508,              0.0069508,              0.0069508
                    157,                 1.1377,                0.61898,                 1.1044,                 0.8942,                0.87729,                0.92633,                0.58491,                 1.3532,                0.62371,                 1.2592,               0.006931,               0.006931,               0.006931
                    158,                 1.1477,                0.62349,                 1.1068,                0.89186,                0.87787,                0.92652,                0.58422,                  1.354,                0.62416,                 1.2595,              0.0069112,              0.0069112,              0.0069112
                    159,                 1.1374,                0.60925,                 1.1062,                0.89096,                0.87873,                0.92602,                0.58411,                 1.3544,                0.62323,                 1.2597,              0.0068914,              0.0068914,              0.0068914
                    160,                 1.1462,                0.61787,                 1.1091,                0.88956,                0.87814,                0.92576,                0.58419,                 1.3541,                0.62408,                 1.2602,              0.0068716,              0.0068716,              0.0068716
                    161,                 1.1344,                0.61505,                   1.11,                0.89006,                0.87706,                 0.9254,                0.58501,                  1.353,                0.62326,                 1.2599,              0.0068518,              0.0068518,              0.0068518
                    162,                  1.136,                0.60673,                  1.107,                0.88968,                 0.8789,                0.92588,                0.58566,                 1.3526,                0.62218,                 1.2596,               0.006832,               0.006832,               0.006832
                    163,                 1.1371,                0.61832,                 1.1069,                0.88896,                0.88084,                0.92591,                0.58504,                 1.3522,                0.62175,                 1.2597,              0.0068122,              0.0068122,              0.0068122
                    164,                 1.1322,                0.61448,                  1.103,                0.88651,                0.88271,                0.92582,                0.58483,                 1.3523,                0.62223,                 1.2602,              0.0067924,              0.0067924,              0.0067924
                    165,                 1.1325,                0.61722,                 1.1043,                 0.8889,                0.88139,                0.92564,                  0.585,                 1.3516,                0.62178,                 1.2598,              0.0067726,              0.0067726,              0.0067726
                    166,                 1.1357,                0.60843,                 1.1034,                0.88706,                0.88238,                0.92577,                0.58479,                 1.3512,                0.62185,                   1.26,              0.0067528,              0.0067528,              0.0067528
                    167,                  1.132,                0.61173,                 1.1011,                0.88632,                0.88392,                0.92589,                0.58464,                 1.3512,                0.62059,                 1.2598,               0.006733,               0.006733,               0.006733
                    168,                 1.1264,                0.60555,                 1.0947,                0.88583,                0.88274,                0.92569,                0.58399,                  1.351,                0.62001,                 1.2598,              0.0067132,              0.0067132,              0.0067132
                    169,                 1.1224,                0.60317,                 1.0978,                0.88261,                 0.8833,                0.92513,                0.58361,                 1.3508,                0.61974,                 1.2598,              0.0066934,              0.0066934,              0.0066934
                    170,                 1.1233,                0.60612,                 1.0995,                 0.8853,                 0.8821,                0.92559,                0.58405,                 1.3504,                0.62017,                 1.2601,              0.0066736,              0.0066736,              0.0066736
                    171,                 1.1231,                 0.6034,                 1.0987,                0.88379,                0.88573,                0.92527,                0.58443,                 1.3509,                 0.6213,                 1.2603,              0.0066538,              0.0066538,              0.0066538
                    172,                 1.1222,                0.60846,                 1.0978,                0.88331,                0.88584,                0.92514,                0.58438,                 1.3514,                0.62196,                 1.2605,               0.006634,               0.006634,               0.006634
                    173,                 1.1211,                0.60645,                  1.096,                0.88489,                0.88237,                0.92507,                 0.5844,                 1.3512,                0.62217,                 1.2605,              0.0066142,              0.0066142,              0.0066142
                    174,                 1.1226,                0.60352,                 1.0965,                0.88506,                0.88211,                0.92462,                0.58487,                 1.3516,                0.62243,                  1.261,              0.0065944,              0.0065944,              0.0065944
                    175,                 1.1234,                0.60089,                 1.0989,                0.88681,                0.88431,                0.92462,                0.58494,                 1.3521,                0.62275,                 1.2616,              0.0065746,              0.0065746,              0.0065746
                    176,                  1.111,                0.60267,                 1.0967,                 0.8863,                0.88397,                0.92433,                0.58493,                 1.3518,                0.62351,                 1.2618,              0.0065548,              0.0065548,              0.0065548
                    177,                  1.128,                0.59887,                  1.099,                0.88648,                0.88425,                0.92428,                0.58437,                 1.3519,                0.62405,                 1.2623,               0.006535,               0.006535,               0.006535
                    178,                 1.1141,                0.59711,                 1.0952,                0.88392,                0.88426,                0.92389,                0.58414,                 1.3518,                 0.6242,                 1.2627,              0.0065152,              0.0065152,              0.0065152
                    179,                 1.1166,                0.61051,                 1.0986,                0.88784,                0.87969,                0.92373,                0.58457,                 1.3519,                0.62502,                 1.2629,              0.0064954,              0.0064954,              0.0064954
                    180,                 1.1095,                0.58457,                 1.0895,                0.88967,                 0.8783,                0.92364,                 0.5846,                  1.352,                0.62484,                 1.2628,              0.0064756,              0.0064756,              0.0064756
                    181,                 1.1105,                0.60161,                  1.091,                0.88936,                0.87887,                0.92366,                 0.5848,                 1.3522,                0.62484,                 1.2629,              0.0064558,              0.0064558,              0.0064558
                    182,                 1.1086,                0.59546,                 1.0939,                0.88453,                0.88428,                0.92367,                0.58488,                 1.3521,                0.62473,                 1.2629,               0.006436,               0.006436,               0.006436
                    183,                 1.1062,                0.59248,                   1.09,                0.88786,                0.87925,                0.92302,                0.58385,                 1.3522,                0.62438,                  1.263,              0.0064162,              0.0064162,              0.0064162
                    184,                 1.1118,                0.59118,                 1.0923,                0.88592,                0.88336,                0.92291,                0.58356,                 1.3523,                 0.6242,                 1.2629,              0.0063964,              0.0063964,              0.0063964
                    185,                 1.1082,                0.59382,                 1.0911,                0.88658,                0.88279,                0.92304,                0.58351,                  1.352,                0.62415,                 1.2632,              0.0063766,              0.0063766,              0.0063766
                    186,                 1.1074,                0.59104,                 1.0886,                0.88581,                0.88209,                0.92317,                 0.5841,                 1.3524,                0.62417,                 1.2634,              0.0063568,              0.0063568,              0.0063568
                    187,                 1.1025,                0.59436,                 1.0834,                0.89089,                0.87748,                0.92339,                0.58435,                 1.3521,                0.62399,                 1.2632,               0.006337,               0.006337,               0.006337
                    188,                 1.1044,                0.59654,                  1.086,                0.89046,                0.87678,                0.92322,                0.58405,                 1.3517,                 0.6243,                  1.263,              0.0063172,              0.0063172,              0.0063172
                    189,                 1.1022,                0.59435,                 1.0919,                 0.8898,                0.87688,                 0.9234,                0.58424,                 1.3514,                0.62397,                 1.2633,              0.0062974,              0.0062974,              0.0062974
                    190,                 1.1057,                0.59138,                 1.0913,                0.88827,                0.87983,                0.92362,                0.58405,                 1.3512,                0.62363,                 1.2632,              0.0062776,              0.0062776,              0.0062776
                    191,                 1.0985,                0.58613,                 1.0889,                0.88872,                0.87967,                0.92356,                0.58475,                 1.3512,                0.62352,                 1.2633,              0.0062578,              0.0062578,              0.0062578
                    192,                 1.1009,                0.58412,                 1.0893,                0.89115,                0.87702,                0.92385,                0.58422,                 1.3512,                0.62357,                 1.2635,               0.006238,               0.006238,               0.006238
                    193,                 1.0958,                0.58473,                 1.0839,                0.89122,                 0.8757,                0.92369,                0.58467,                 1.3508,                0.62446,                 1.2633,              0.0062182,              0.0062182,              0.0062182
                    194,                 1.1011,                0.58671,                 1.0831,                0.89144,                0.87554,                0.92383,                0.58464,                 1.3502,                0.62418,                 1.2629,              0.0061984,              0.0061984,              0.0061984
                    195,                 1.0938,                0.58086,                 1.0839,                0.89107,                0.87658,                0.92376,                0.58549,                 1.3502,                0.62399,                 1.2629,              0.0061786,              0.0061786,              0.0061786
                    196,                 1.0937,                0.58268,                 1.0854,                0.89379,                0.87615,                0.92381,                  0.585,                 1.3502,                 0.6238,                 1.2628,              0.0061588,              0.0061588,              0.0061588
                    197,                 1.0986,                 0.5843,                 1.0877,                 0.8937,                0.87669,                0.92376,                0.58468,                 1.3499,                0.62367,                 1.2629,               0.006139,               0.006139,               0.006139
                    198,                 1.0971,                0.59098,                  1.086,                0.89413,                0.87726,                0.92373,                0.58432,                 1.3499,                0.62358,                 1.2631,              0.0061192,              0.0061192,              0.0061192
                    199,                 1.0905,                0.58051,                 1.0801,                0.89572,                0.87393,                  0.924,                0.58412,                 1.3495,                0.62452,                 1.2632,              0.0060994,              0.0060994,              0.0060994
